about;name;Organisation_oGRN;Organisation_ChildOrganisations;Organisation_Roles
a4c7d4dbfd4a4175b53117189e06b536;ФГБУ «ИНЦ СО РАН»;1023801759410;;
24cee067b338401eaa3ae1232f08e2cf;АО «ЯЗДА»;1027600622466;;
ce446816cea54268bdec5a07235e9581;АО «Красмаш»;1082468060553;;
9578c0dfe77c44b399502e08b884f4bc;Железнодорожная дистанция электроснабжения Московской дирекции по энергообеспечению;1137746078447;;
afae1a19d8e94163948995dea8591f70;Филиал ПАО «Россети Ленэнерго» «Гатчинские электрические сети»;1027809170300;;
7f520789b9f34cffae5aef985b4e17a1;Оскресенский электромеханический завод;;;
af4b20a410f24dd49231dba6f418e01d;НПП ПРОЭЛ;;;
a692302b602049c689a668c1137318a2;АО «ЕВРАЗ НТМК»;1026601367539;;
7a10cab008cb4d01a633f1a0b52c2280;СвердловЭлектроЩит;;;
5d257c37c4f04f889c4a540d2f175448;ООО «Байкальская энергетическая компания»;1133850020545;;
50c82c8feaf74ad8b3b4bdaf1de6bc79;ООО «АЭМЗ»;1062323004941;;
1e8a956f8d0b4bd6bcd56919fe3a5075;Филиал АО «Татэнерго» Казанская ТЭЦ-1;1101690011532;;
7004727c7ebe4b45b1f9efcdb0ef93cd;ООО «Титановые инвестиции»;1147746689265;;
29bd1120c1e14b19ae61ee99bb58352a;НПП ЭЛВЕСТ;;;
a48e0ef08cd74148a939b0fbfb0bfc0b;ООО «ЛУКОЙЛ - КМН»;1023901643061;;
1da2d2d3825148d488046ab68a3ade53;АО «Дзержинскхиммаш»;1055216585600;;
d329c2ddf7fc47c7a4fa423ec36b1044;АО «БМК»;1020201623716;;
be16978a8e9a4237ae92d050d8871d8b;ООО «КраМЗ»;1022402477833;9072b7ffde68427aa9896080473cf80f;
cea4e305c5b94b0fb561c9f377c54aae;АО «Электросеть» (Обособленное подразделение в г. Белорецк);1087746413468;;
5c387b16a2544e038757ff3c137e2a81;АО «Россети Сибирь Тываэнерго»;1021700509566;;
3861aafdd1d848a9a69a6fb25409226e;АО «Сахарный завод «Свобода»;1022304972711;;
48a7660a62ff4f1b901169d2b132459e;Октябрьская дирекция по энергообеспечению ОАО «РЖД»;1037739877295;8cc96f952c3d4e18bb8b95b0b598a62e;
b9924af3f16845409aedf1c7f4216fe6;АО «ИЭСК» филиал Восточные электрические сети;1093850013762;;
636aff76a61f420982dc23332bfb5476;ООО «ГК «Чистый город»;1073435002761;;
a11d06b79c3a43fdb5b192e5df94290d;ПАО «РусГидро» Карачаево-Черкесский Филиал;1042401810494;;
82adddaf601a4a6ba87b164f6232f4e5;АО «ППО ЭВТ им. В.А. Ревунова»;1125835000125;;
f8b28b34404642fabcd6701894aa4aa0;ООО «Электросети»;1127024000399;;
85966d7f152241d3aaf3a9062d687c4f;Оренбургская дистанция электроснабжения Южно-Уральской дирекции по энергообеспечению;1037739877295;;
1944fc119da542819e81c7911e4d0ba5;Дальневосточная дирекция по энергообеспечению;1037739877295;31bce5204d8942d0822c0dc370c1759c;
9c4690c732fa4de48b52dd78a5eb666a;ООО «Северсетьразвитие»;1088901000825;;
9b18107626d74150ac73dc10ff3e0238;ООО «Шахтинская керамика»;5147746336546;;
e94159f05f3445158a49cf79dc12daca;ПАО «Саратовский НПЗ»;1026402483810;;
00a8ada9b67740348d2c3d280579cb86;АО «Алтай-Кокс»;1022200704712;;
291d82ef2449417d8c656cea3f6804e2;Филиал АО «Сетевая компания» Нижнекамские электрические сети;1021602830930;;
d9f9fddffe9c4fe59152ce7824f4c372;АО «РЭС»;1045402509437;08132db141de49aaa9273ad3803eaf5f;
3f109100abc4478ab6fe268a5cd358b0;ООО «Нортек»;1062222036326;;
892d77560f774bee88860eb9fb4d9745;АО «Тизол»;1026601483886;;
dded9667abe5406da7a4bf765eff204b;ООО «Грин Энерджи Рус»;1177746024720;;
5a48d836e276428799ef3db83d878bf7;ООО «ЮГП Калмыкия»;1210800002841;;
f83fca47a9f44c529be37bb06fb0e032;Петербургский филиал АО «ЦЕМРОС»;1027739128141;;
c384aa37decc4417bbacbdee71faaa40;ООО «ОЭСК»;;;
f086b2a7e940433887be02bec0c52588;Электрокомплекс;;;
aab9ea2eead74b169b6e8a25d95ee2c3;"ООО ""Кончар. Силовые трансформаторы""";;;
7752a52b36dc49029d0982c943509ae6;ЭНЕРГОАВТОМАТИКА;;;
10d86a06ce1949af8d8fc870aa864d3a;ЗАО «Карабашмедь»;1027400684299;;
482e5bfd2a0449f4a453f0e6f5157231;ООО «ЛУКОЙЛ-Экоэнерго»;1093015002244;;
dd90bcb28c224355937d1f982eb285c8;Элтехника;;;
2405862baa3146be801ac761a9b973b8;ООО «Чувашская сетевая компания»;1202100002004;;
4a61558018094ad8bb2408cd9c8e8f6b;Самарская дистанция электроснабжения Куйбышевской дирекции по энергообеспечению ;1037739877295;;
ea91de8a571a4ca8a6653f8cd1a9e9a1;Филиал – Микуньское ЛПУМГ ООО «Газпром трансгаз Ухта»;1021100731190;;
7154d959d56b4ed28422323f27047c2e;Тюменская дистанция электроснабжения Свердловской дирекции по энергообеспечению;1037739877295;;
c86cd1ca8a7d46349b284a7bd2fa896a;Идрицкий завод высоковольтной аппаратуры;;;
cb0bbeea52a14f10bc0b86578fb5b15d;Инская дистанция электроснабжения Западно-Сибирской дирекции по энергообеспечению;1037739877295;;
7dd322fae79d41d3894d414c6a07f8da;ООО «ЛУКОЙЛ-Кубаньэнерго»;1092312001540;;
7440965fde614aff9cf59bcfe370112e;ООО «Промэнергосеть» ;1145049000436;;
14bfc386681f475baaf6656e37962933;Санкт-Петербург-Финляндская дистанция электроснабжения ОАО «РЖД»;1037739877295;;
d5359ad355654883bbab4ac4c5cc1020;ООО «ТМЗ»;;;
d4e96696d3e04eb780512154171f9321;ФКП ТПЗ;1026801010994;;
6393d9064cf9492199e300ff349b5088;ПАО «НПО ЭЛСИБ»;1025401300748;;
75de1758770b4b9eafa5989a46a72cba;Филиал Мичуринское районное управление АО «Транснефть-Дружба»;1023202736754;;
c8b0d918dbee4bd6889958f741f76cc3;АО «Калининградский янтарный комбинат»;1153926004616;;
232310edabf2477d9246c2a3dffd5996;ФГБУ «Управление «Саратовмелиоводхоз»;1026403340260;;
79ab8bcf35464584a2da0cdcafbc77b6;АО «Архангельский ЦБК»;1022901003070;;
b6e5baa01c3348f3a6fa0feaf7ca57ed;Филиал АО «Россети Кубань» Ленинградские электрические сети;1022301427268;;
a6e359f65cfa46b58b02feb6f607d873;Филиал ПАО «Россети Сибирь» - «Хакасэнерго»;1052460054327;;
68d793cdf1424c06bca12deb5967026b;Филиал АО «Россети Кубань» Тимашевские ЭС;1022301427268;;
8046bad4da4346148864adcf9820fb21;ООО «ОЭС»;1175658008536;;
6eddf8cb627648d9906372be351d2758;ООО «Лебедянский машиностроительный завод»;;;
aac4b7ff849749419e1376518aee834a;АО «НЗХС»;1025600820431;;
ab5dea93545b485e9dc15b5740143da5;"Мосгорсовнархоз ЦРМЗ ""Мосэнерго""";;;
65af182f8d06424490b5cfc81edc8340;MECO (Иран);;;
f6d17093c307464fb384db4be9199299;Winergy;;;
78ed19f879e34bd2bb570d40a1f8b668;Филиал ПАО «Россети Центр» - «Брянскэнерго»;1023202744289;;
55a9830248f54373b7fb1f07fffbe0c3;UNISON;;;
6fa45103894943d087bae17f37e9d93a;АО «ОЭЗ ППТ «Алабуга»;1061674037259;;
8e053b098c304dd4bc634680e3ff8216;ХАРТРОН-ИНКОР;;;
2c28c6ec4d20444e98e840c25534f88c;АО НПО «Магнетон»;1023301456364;;
4ac4900458a64d94b59bf21621d22207;ПАО «Россети Волга»;1076450006280;92a95264ab5d4086ab745d6eb4f73fd5;
06fa3af8dd9f471c89ffc58b61ed1b09;АО «Кемеровская генерация»;1122224002284;;
8de5099e1e264b83830ac6c38c48702d;ООО «КБК энерго»;1124004000878;;
2ec3512557804de18ef23270a55a69b8;МУП «Жилкомсервис» г. Сосновоборска;1022400559499;;
bf79dd28baf64f03af568baaa8dfcd16;"ООО ""Электрощит-К*""";1024000514504;;
7dbc81659d9240f5954a38d800bce914;Филиал АО «Концерн Росэнергоатом» «Балаковская атомная станция»;5087746119951;;
5e4eda83cfdd452a8d9d8cc85f925577;Филиал «Производство сплавов цветных металлов» АО «Уралэлектромедь»;1026600726657;;
0a524dadb84c46b3b55e797e53f1960d;ООО «ЕвроБиоТех»;;;
0287a1997de34092a32f0ee8fc14e573;АО «СУЭНКО»;1027201233620;;
fe692a9a767a41e689591bb3b825916d;Озерский городской округ Челябинской области;1027401182379;;
68178fee682b41b49a581ab3bdd9d75a;п/я А-7457;;;
f39184a34ed94e6aa56e9a72ad467337;Курская дистанция электроснабжения Московской дирекции по энергообеспечению ОАО «РЖД»;1037739877295;;
bd393645b6824efe92e5f874cad23911;ООО ТК «Смоленский» ;1166733073517;;
39431c12e9d84c058fff4640adc0e1f5;АО СЗ «КМАПЖС»;1023102357266;;
721bf3a1be744290a7790fcd7c8e0b61;ООО «СПК Первомайское»;1217500004270;;
8093cd102c2a43fb92d8ff90dff54c24;BECKWITH ELECTRIC;;;
7ce67499fdc14680b54848fa0305df53;АО «СИНТЗ»;1026600931686;;
9c171c27220442c2a531c945145cdaba;ООО «УГРК»;1163850097905;;
3192db370b4d48c691bbade5bad707fe;Электрозавод Уфа;;;
3c5c01b101d249789dd41172fd1ab341;ООО «ХАЯТ КОСЮМЕР ГУДС»;1194027012794;;
1e7ad92525f547c6810dfe5bc95096f7;ООО «Инженерный центр»;1195275018696;;
4ed35096debd478eae059145450d73ac;Укрэлектроаппарат;;;
db64c1554d1048e9971d2fe9a9c8c0c4;ARTECHE;;;
4c59a15b0585488897d57d1e6d63e319;ООО «Битривер-Б»;1200300013165;;
0509c1f1a0eb4d068a30bd3f2f842d3f;АО «Трансэнерго»;1087423000719;;
e582362379ae4236bda0a11f36fa5116;Филиал ПАО «Россети Северный Кавказ» - «Ингушэнерго»;1062632029778;;
4d1137f99c7d4443b303c9c214d2111f;Гидроэлектромонтаж;;;
ad73a108af8b406b8ddd9eb266ff55a5;Шанхай Электрик Уинд Пауэр Груп Ко., Лтд (Shanghai Electric Wind Power Group Co., Ltd.);;;
8ad8f3dc63f74c7595bf321dcce4418d;Группа компаний Высоковольтные технологии;;;
ec333084426b4743ac14f4667f16c6c1;АО «Йошкар-Олинская ТЭЦ-1»;1241200000293;;
f99d2950c81b4b1fb63dcdf8c5778606;Филиал ПАО «Россети» Ямало-Ненецкое ПМЭС;1024701893336;;
873c90672122402d92f31be814d53aab;ООО «Башкирэнерго»;1050204504558;162e18777da7438189a514027cfbdf1c;
4ce1431dbce74c4db7375308a67926ed;Бело-Калитвенская администрация ;1026101887228;;
43043268422941f586f0bd2a0942cedd;Краснодарский завод измерительных приборов;;;
9c44519be3794fcbb251bfb403e1af6d;Elektrobudowa;;;
2e89e1124fe947abaa5410675cc82cb5;ООО «ЗапСибНефтехим»;1071690035185;;
e927c9a8009c43b9bdd286106ab53174;"ООО ""ТеплоЭнергоСервис""";;;
eb1d1d92d0df425c8b8b1702edf936ab;ООО «БашРТС»;1050204518396;;
1a4e4ff454d148a790c0b104ee7c0c29;ООО «КИНЕФ»;1024701478735;;
5973b58cf395498da67d2e1a7e1ef31e;ООО «КЕММА»;1147460005550;;
136941b07de943cc8238672b1264ba66;Горьковская дирекция по энергообеспечению;1037739877295;bbd407e517604546bb59b6a489c9daef;
f4fda43a5c17447d87e387d0cb980fad;Уральский завод гидромашин им. Я.М. Свердлова;;;
5c24098dcdc340c1b16349a21aafcdd2;АО «Невьянский цементник»;1026601326982;;
05096b3be4f243de9be2dc490e4dc3eb;Высоковольтная аппаратура (ВВА);;;
34f5390b5c854e6d80c30079a2b4be9d;Горновский завод Спецжелезобетона – Филиал АО «БЭТ»;1087746554609;;
892accf0b4814547bc5da055aa3d044f;ООО «Энерго-Актив»;1247700091341;;
86f3b37a194b45079d3f823e7bf44da4;ООО «Вектор»;;;
86a590c1d31f4c82a8946984e3b98180;РУП Витебскэнерго;;;
c9b44c01e5ed4b17a66a3cdd15e6bcbb;ВЭС Омскэнерго;1052460054327;;
884057e6010e4b86b3d9964b9434b6d1;Филиал АО «РЭС» Карасукские электрические сети;1045402509437;;
c120c7be0bdb4565804428c24b13d7d4;АО «Кузнецкие ферросплавы»;1024201825174;;
40d28fd7ab6147aabad33526fd7b3a42;Южно-Уральский филиал ООО «Газпром энерго»;1027739841370;;
5843855ad2454c639baf021aa464ca1d;Филиал ПАО «Россети» - Северное ПМЭС;1024701893336;;
68bd8b49d4d94e8c9c0255afa05cc1a2;АО «СМЗ»;1026300763389;;
6b91d582707d49d6ad5a18208ea77c46;ООО «Транснефть - Дальний Восток»;1092724004944;423c69ada45d47018db0026924157f8d;
275b0810a32b472e829df8ca49cca014;GE Energy Products France SNC;;;
5258c20c2b4649fd9ae9bddcde97108e;АО «ОЭЗ ТВТ «Дубна»;1065010023440;;
416fc90e54eb4a539d75a04b8b9b812c;ФГУП «НО РАО» Филиал «Железногорский»;1027739034344;;
9118d90575ec43a0b2fe7ef50779add4;ФАУ «ЦИАМ им. П.И. Баранова»;1217700087285;;
5df19fe6a160437e93ae136bb2a076b7;ООО «Ливны сахар»;1115743000460;;
a462bcb04fdd420ba68fb57169fd14b2;ООО «КАВЗ»;1034500019091;;
b9e3a45794244659bea81c7a116a4775;АО «Завод гидромеханизации»;1027601110635;;
c3a21fcfb9204e67b5998da7cc8df131;Кореневский завод низковольтной аппаратуры;;;
6d8f484c84bb4f35af99573972fe581e;BEST, Турция;;;
9c3ff55004934a15af3aa23d66089b88;ПАО «Гайский ГОК»;1025600682030;;
6bc2cd9937db47c9b1e0abdd30c69a05;АО «Курганмашзавод»;1024500521682;;
7b7cd9b3284d4ae183182eceeda96120;Энергомир;;;
09842c27840d4d63acdac0f6979d4f39;ИК ЭЛЕКТРО;;;
156284791f4b4c00bf57615a69c9374e;ООО «СПП «Мастер»;1026303909389;;
9e848f2c690d45d0ad756617b6cc4082;ООО «Режевские электрические сети»;1156677001227;;
aca7b9cbd754444785fe0997fa71c768;ООО «Стар Проджектс»;1187746750520;;
63af2298e5f0465bbc56b81642157ca0;Тульский электрощит;;;
eeb59d8d946a41b6bac00656c9c8b426;ООО «Морской порт «Суходол»;1122503001136;;
01f583d578e6440e95e9b15f424f9fcf;АО «АНХК»;1023800520600;;
4e18a911d3df426aa59f668c601e7266;АО «Учалинский ГОК»;1020202279460;;
d131a52ea87c43b98a975382634dec31;АО «ТНГ»;1022304740237;;
5375987b2fd541bdb1c7109ea60864b4;Кавказская дистанция электроснабжения СКЖД;1037739877295;;
d518b055e94b44a4af5b509eb633f498;КП «МЭД»;1027700513532;;
725ac4e1a4f04da2b5e72a4ae97a0034;ООО «ЗПП»;1026300769417;;
f18ad10825454eb68e0f4c545dd085a7;ООО «Златэнерготелеком»;;;
1dfb9893d9da4563ac08905cdc93ba40;Нептун;;;
ffdf1c2e41da4d7faed8263e6ac82e4b;АО «Гидрометаллург»;1020700757406;;
0f31c538aafc4993a3c403ab8549087d;Западно-Сибирская ТЭЦ;1064205110144;;
b26815d5eb134ca285f8e4d8976de175;ООО «СтройГарант»;;;
d347337294dc453389525aa7c2709d61;ООО «Третий Ветропарк ФРВ»;1187746886535;;
a158bf2685754f85b0b38a6cbf5366b6;Филиал АО «Татэнерго» Нижнекамская ГЭС;1101690011532;;
b64bfd68400249078173133038439ae7;ООО «Челныводоканал»;1141650021534;;
8fde70b7f2c04f0bb72f9422aa88b97d;Свердловский трансформаторный завод;;;
5de37aaa92fa4bad8909e367451bbcf0;НПП Микропроцессорные технологии;;;
84657dc9f9eb4c45abe7e50bee310712;ООО «ТСО «Центр надежности»;;;
4e4237a3c49549f5b0aa67655f379797;ПАО «Россети»;1024701893336;ff246aba12e3452a99860e4d50b74431;
92a95264ab5d4086ab745d6eb4f73fd5;Филиал ПАО «Россети Волга» - «Мордовэнерго»;1076450006280;;
38235a9e0b8b479ab98f15f670179af6;Русские Газовые Турбины;;;
151961dde84f4d6cb77b893f053a7c0f;ООО «Енисей»;1025202195941;;
bc30130f8816446f8b5fcaa984460cdb;"АО ВО ""Электроаппарат""";1076674033149;30d8c7dc815f4da7a4ab4d17a8de5f6b;
6638609ad3b94dcebcc65dcf9b264b29;АО «Машзавод «Штамп»;1127154040012;;
7c02a072490449f59cbac9ff68c6d3e4;Петроввальская дистанция электроснабжения;1037739877295;;
f3ac6927b1a9498cb4c01396dd3d041a;АО «Павлик» (АО  «Золоторудная компания  «Павлик»);1024900957399;;
1b371e1f04644035a477c73d05ed86a1;ООО «РегионЭнергоСеть»;1215900013240;;
827632185c5a4653a0b32b2ebffbd77c;АО «СЗФК»;1057747798778;;
662024a3cafc443fab0615db23c70f1e;АО «ОМЗ»;1025902375003;;
3ebdf2667a1b4e1cbd424ca2247f768b;Северобайкальская дистанция электроснабжения Восточно-Сибирской дирекции по энергобеспечению;1037739877295;;
7bcaeab61ace41418afef19551d574af;Hyundai;;;
918f9f864abd42cc83feafe635730988;НЭС;1062632029778;;
8a62519365014435a216185fec7c0a92;ООО «ЗСК»;1112205000841;;
235701c080bc4ba497eee6b21192e3d7;АО «РЭСС»;1095038006150;;
2cd8fb87f1ed4d068613ea8e212000cd;Харьковский электротяговый завод;;;
1a8fb83971d14efcbd4f6a6ce0edeccd;De Laval;;;
923a8f50455245a2a4524d64c6269e52;ФКП «Комбинат «Каменский»;1066147003658;;
08132db141de49aaa9273ad3803eaf5f;ЦУС АО «РЭС»;1045402509437;06e328bd3b564ead98fb808804ccee55;
48e0009a8bc541c08d0685795ccec055;АО «ТПЗ»;1047000117988;;
156f5b8724324a7fbd4f55fdcd3b056b;FLOHE;;;
f5ea8e4b9c7d48239364e415a52418d3;Hainan Jinpan Electric Co. Ltd;;;
73ae6b3ee8f64cb580a9b6938c72f195;ООО «Капитал-Сити»;1027403866357;;
f1ba47a061684dd78c171e2423d8fb16;Челябинский завод электрооборудования;;;
101961547a6c4a00bd7b102773e51564;ОАО «Северо-Кузбасская энергетическая компания»;1084205006600;;
d32be2a7029f44cc95593236bd46161b;SHENYANG TBEA GROUP Co.;;;
d6136ce5c59a41b5a303fb0c77e065cb;Coelme-Egic;;;
23c931cfbf33481a9d23bb1baa941872;ФКП «КГКПЗ»;1031624002937;;
c69e41fa426d43d89a76d9111af1b2bf;Филиал АО «Россети Кубань» Лабинские ЭС;1022301427268;;
edee42938af34a998d9e6654586e947b;ООО «ПСМА РУС»;1094027000011;;
df821a7fa1f144efbb5fcb061820f6b8;SIEMENS;;;
83d255f22a024162b00d6eaa6869d71a;Центральный филиал ООО «Газпром энерго»;1027739841370;;
80beca02a54346689b35ed3c58fbadca;ООО «Стандарт спирт»;1100724001069;;
b1c3f54b7c9c49ed88cc76f1b4d3431a;АО НИИ УЭТМ;1026605631216;;
d48016d0a69640e4ba17ef2225c3997e;АО «СПС»;1085543014413;;
c8a7f120783047cd84d5952491829fa2;АО «Кубаньжелдормаш»;1022300632265;;
e765a83449a047cc95fa47ba34e293e8;Нижнеудинская дистанция электроснабжения Восточно-Сибирской дирекции по энергобеспечению;1037739877295;;
75ba6e07a5b8491cb20e9b0b32e159bb;Филиал ПАО «РусГидро» Саяно-Шушенская ГЭС имени П.С.Непорожнего;1042401810494;;
b24aa41e750a4989b219b12cde6d0043;ПАО «ЮГК»;1077424000686;;
8b68e8e8a42f4f35ae107ec260a7f115;Red Wind B.V.;;;
cf0ffd23c1cc4c29960730f66dc357ac;ООО «Красавинская ТЭЦ»;1232400006630;98a70fbd8cc24deab415ca42fa31c8b1;
b85116a68f1c4b3c9fdd46b083b49d1d;АО «ЮРЭСК»;1118601002596;;
aa0b910052234d4da23aaca97bc27ab7;ЗАО «Картонтара»;1160105053206;;
222f5cf3c3b44b82889e5d75926ca7a2;ПАО «Россети Московский регион» филиал Северные электрические сети;1057746555811;;
47e3d9b6b32e439795bc5a1679d8749e;ООО «Газпром добыча Ямбург»;1028900624576;;
7b4595d4be774bc1aa3d18a1da5a9c3f;Филиал АО «Россети Кубань» Славянские ЭС;1022301427268;;
438b75eb0f2d4f42868b224cfa6b6ae0;ООО «Просвет»;1081515003855;;
796661e2c24c48d4b173af5063f0e139;ПРОМЭЛЕКТРОНИКА;;;
3ea9ff0c7d9e441b925c4dcffd343b3e;ОАО «НПО ЦКТИ»;1027809192388;;
ca7ac6f3c5524d41961fe90ff282cc92;ООО «Энерго Пром Сети»;1105040002924;;
87f9b3f0ee3243d4b87d6de071095766;ПАО «Высочайший»;1023800732878;;
2684269db5ca4f428db5b733366a6a7f;ООО «КНАУФ ГИПС НОВОМОСКОВСК»;1087154036155;;
82ccf20a11594b69ba8a88ad6d3a7943;Филиал ПАО «ОГК-2» - Новочеркасская ГРЭС;1052600002180;;
3f8350cdc8de48549567b695b5c2d8fa;СП «Николаевская ТЭЦ» АО «ДГК»;1051401746769;;
7789012d5002407197ee0bad46efcbba;ООО «Энергоэффект ДБ»;1137746542680;;
a12870cef3574ddbb3cff580fced7d1b;ООО «РН-Комсомольский НПЗ»;1052740255358;;
f723b0b3f45049dd9babadf0ec14e9b5;Voith Hydro GmbH & Co. KG;;;
0d648de05bc24edc9ed3b4be24ddf833;АО «РУСАЛ Урал» филиал «РУСАЛ Волгоград»;1026600931180;;
8d1c2abac2e84ca4ad16cce1a5c923de;АО «Юго-Западная ТЭЦ»;1057811093746;;
ee33f61e14fd430cb78ce6ef7f0db9e9;Shandong Gasosu Group;;;
e78d19a0e1d4485a82bca7701e5a2d2b;ООО «Амур Минералс»;1052700172843;;
5a4e53d2555946568839ce9dbbc79e0d;PARTZSCH;;;
58a55f3e50954cba9f72974a8c4bb310;АО «ЗОК»;1024501204408;;
48c43cf852094409b7803d928abaf3b3;АО «Тюменнефтегаз»;1027200774974;;
8cff43f333db406198d06da9d6331715;ООО «Новоросметалл»;1032309077349;;
b65914b7ed5d4b71930c02b2c62b33b7;АО «Угольная компания Сибирская»;1044214004614;;
b8da03210f3347c49c5f899e3ed59a8f;ООО «Сады Гиганта»;1085475007320;;
7deb31a063e34b9b87653fb360f4716b;English Electric;;;
1c38ff560f8449a69e2f5f440ae0eaed;АО «СЕВЭНЕРГОТЕХ»;;;
1b1546ed65084bb6862c73de5e1db559;ООО «МЭС»;1047407004732;;
0d7fa059f81e467689cb753dd19eb420;АО «Абаканская ТЭЦ»;1201900003920;;
0fc1802658ff4073bcdb201a93bf9682;АО «ТАНЕКО»;1051618037778;;
1f5348c2bfeb4ac6bdfb31d51f675bc0;ООО «ЛУКОЙЛ-Ростовэнерго»;1096164001295;;
132f6183d01f4953af14f129caa7897f;ООО «Девятый Ветропарк ФРВ»;1197746411235;;
60c42045b9554403bcbfe13ecea17fe8;НПП Электронные информационные системы (ЭИС);;;
cb8d38e09ea6445896e101d0c9809417;AO «КРЭМЗ»;1127154000797;;
0f912af3d77743d28fd1126a0b8a1969;ОРГРЭС;;;
a2e7ba8f361444079576730d4c033cac;Запорожский трансформаторный завод (ЗТЗ);;;
e83b9ef2382a4fb6bbc406e9706e758d;ЭЛЕКТРОФАРФОР;;;
0c109a9baae54a6687bbc1c2d67afcf0;ООО «Омсктехуглерод»;1065506041127;5bdb1c4c37a5476ba9b671e9825fc27c;
58a33511fabf4ad1bed1dd44fba281fc;ПАО «Россети Московский регион» филиал Западные электрические сети;1057746555811;;
f152b03569b34162b4ab3896050518a9;ПАО «Силовые машины»;1027700004012;;
d6b9fdae73bc4c55b61f9fa3cb53b56b;ПАО «РУСАЛ Братск»;1023800836377;;
cd5ad485cb284a70bcbe3dc3ed34d2e6;Зуевская дистанция электроснабжения Горьковской дирекции по энергообеспечению;;;
48c08f5737cb4f208ee12c946183ff5f;TBEA;;;
7ee9d57758724bb08d48d3544affa7f8;ООО «Атлас-Маркет»;1043900821910;;
9601b698e9a24d64ac02dfcc8974eed0;ООО «Газпром геотехнологии»;1037739149447;;
c4f6cebc40eb4771b6b8f8ed194cce41;АО «Россети Янтарь»;1023900764832;;
7514bccbbe5848388c023161f49cae38;Сибирский завод тяжёлого машиностроения;;;
9ce8167eafc34da48b8e1137c8e30c6b;АО «Арктикгаз»;1028900620814;;
1342668d6c2b49f1b231326fa0cb52ef;АО «Металлургический завод «Электросталь»;1025007109929;;
25ce127d8cc34b538988267fe1a59fc9;Филиал ПАО «Россети» - МЭС Центра;1024701893336;7229287f35e44093850c92fcd4ccaa94;
7d6fd86a07de4f6db91839f32aa77cd9;НЭК «Укрэнерго»;;;
af2f8b70c0d747b8931a6cda16c9f2e2;ООО «Бакальское рудоуправление»;1027401176978;;
f2ab808198ff45bb80eb040275679464;ООО «УПТЖ для ППД»;1121644002270;;
fb28a72d3ffc43c5a78995b09470c800;ООО «Горэлектро»;1136733020258;;
fee9fcbbd32c431f86e9149d82efd603;ООО «Транснефть - Порт Козьмино»;1072508004690;;
2ff977a03f33445d989659483da5a4a5;Филиал АО «Сетевая компания» Альметьевские электрические сети;1021602830930;;
57034cb02b7d4705b883a3ae3a06dc7c;НПО Цифровые регуляторы (Аникрон);;;
c00eb044d95c48d997c550e30a5f7250;Энергосеть;;;
a80ca5d73d1a4e07b893fef7f8802be4;АО «ИЭСК» филиал Северные электрические сети;1093850013762;;
4bc8096748a84b8d932202435f70b82c;ООО «ВЛП Свирь»;1024701614123;;
4fc864c453ce422bb688bffcb5df628b;АО «Алтайвагон»;1022200766279;247329fcabf64882951343e5c3c62aeb;
a9300be07c7e43de90baac2ae9ccbcd6;TRENCH;;;
976afefb1bd24037a6a1d7d6e593ec70;ООО «ТК Елецкие овощи»;1154827006245;;
c4691fd5544544a688d8da28f5939af9;ООО «Тепло-Сбыт-Сервис»;1022401356658;;
c8ba0e348230411795506c5bd15c886d;АО «Мордовцемент»;1021301578220;;
d02b0d94f18f47a38401d0dc45bda4db;АО «Региональная сетевая компания»;1026604950800;;
8e361cf30b524247b2be42b2ceb6e4ff;ООО «Енашиминская ГЭС»;1022401510460;;
0735847cf424496cbedcbf640c98c2ef;Свердловский завод трансформаторов тока (СЗТТ);;;
fc7c5f14f0c24d269bd9aeead67fbe9a;Карталинская дистанция электроснабжения Южно-Уральской дирекции по энергообеспечению;1037739877295;;
d1207a9796fe4e0abd43553fd07102d0;ООО «Энергошаля»;1026601509110;;
6f9fe27c4fe14bc7982b0facd41be950;ЗАО «Фотон»;1020900775730;;
1af830a0a15144059768c0de07402ab3;ООО «Ветропарки ФРВ»;1057811304077;88b64874b5254377ac0fb05d2ffea6f4;
ead619a9076a4513b3a82907d0cc71e3;АО «ОРЭС-Прикамья»;1045900076265;;
2f1b46b0552c45a0a2e3494410592d62;Неваэлектромаш;;;
238087d8ba2343ccb85d7b615f108b83;Филиал АО «ТГК-16» - Нижнекамская ТЭЦ (ПТК-1);1101690011532;;
ac698158140c4e3ea6e64276f1803a9e;Филиал «Ульяновский» ПАО «Т Плюс»;1056315070350;;
4cf4c7d2cfe946a5a58e48dc6f0c0b72;Xian El. Manufacturing Corp;;;
c2f438c6286f4376b375ff5ffcd3e576;"НПО ""Энергосервис"", г. Самара";;;
0e8d6909596740b09e8bc1588a9fb650;ООО «Березитовый рудник»;1032800316097;;
cbaa1dacc646446aa7212831ae9aec28;ООО «ННК-Самаранефтегаз»;1216300022344;;
d24d7727f33046b5adb0a9789e06c8c3;АО «ОУЛ ВОСТОК»;1189102006697;;
601cdb86485d4d66aa479cec929ab375;ПАО «ОДК-Сатурн»;1027601106169;;
f2c72185fccc47ccb4fcb924664d0e88;НПФ Мультиобработка;;;
5c3feb0254114835a00d00ae808e76b3;ООО «Инфраструктура Молжаниново»;1027739071337;;
60ba6f4ba53c4d6fb90b36831eba42e7;АО «Невский завод»;1077847587003;;
