about;name;sizeDescription;material;radius;diameterOverJacket;diameterOverCore;diameterOverInsulation;tapeThickness;sheathThickness;constructionKind;outerJacketKind;insulationEr;insulationErShield;shieldMaterial;shieldIsTransposed;shieldCrossSection;shieldGrounding;crossSection;underShieldScreenThickness;radialMoistureBarrierThicknes
e60120bf36614cb2ac7557e43dee3c1a;FXLJ-220-1õ400/90-127;FXLJ-220 1õ400/90-127;WireMaterialKind.aluminum;;;;;0.00136;;;;;;;false;9E-05;WireMaterialKind.aluminum;0.0004;;0.0002
6ece149040554dc280d42f16480c441b;ÀÏâÏó2;ÀÏâÏó2;WireMaterialKind.aluminum;0.038;0.07075;;;0.002;;WireMaterialKind.aluminum;;;2.5;WireMaterialKind.aluminum;false;9.5E-05;;0.000185;;0.0002
1582f251e08948e881810471b26c3a6c;ÏâÂíã(Â)-LS 1õ240/50-35;ÏâÂíã(Â)-LS 1õ240/50-35;WireMaterialKind.copper;0.0085;0.051;0;0;0.0012;0;WireMaterialKind.copper;;;;WireMaterialKind.copper;;0.00005;;0.00024;0;0
b009de8052164dbe9a1af1c4a14989f5;ÀÏâÏó2ã 1õ185/70 64/110;ÀÏâÏó2ã 1õ185/70 64/110;;0;0;0;0;0;0;;;;;;;0;;0;0;0
f2b818e9689d439d9b13f522f0d6aa00;2XS-(FL)2Y-LWL-1x1200-RMS/300-127/220-kV;2XS (FL)2Y-LWL 1x1200 RMS/300-127/220 kV;WireMaterialKind.copper;0.02155;0.115;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;WireMaterialKind.copper;true;0.0003;;0.0012;0.0012;0.0002
ef6d245d2f914b7089b511f440c1e622;ÏâÏ2ã-1*240/95-64/110;ÏâÏ2ã 1*240/95-64/110;WireMaterialKind.copper;0.0091;0.038700000000000005;;;0.0006;;;;;;WireMaterialKind.copper;false;9.5E-05;;0.00024;0.0001;0.0001
78fc088dbaa2492599348e951fe83082;ÀÂÂÃ-3-(3*185-6);ÀÂÂÃ 3 (3*185-6);WireMaterialKind.aluminum;;0.055200000000000006;;;5.9999999999999995E-05;;WireMaterialKind.aluminum;;;;;false;;;0.000185;;
a7340f3de7d8478d81d366f8ae7749cd;ÀÏâÏ-1õ300/95-10;ÀÏâÏ 1õ300/95-10;WireMaterialKind.aluminum;0.013175000000000001;0.04;;;0.0009;;WireMaterialKind.aluminum;;1.6;1.6;WireMaterialKind.aluminum;false;9.5E-05;WireMaterialKind.aluminum;0.0003;0.0006;0.00015
159af6a543bb4c0f9bfbc311fea68541;1. À2XS(FL)2Y-1õ300RM/50-64/110;À2XS(FL)2Y 1õ300RM/50-64/110;WireMaterialKind.aluminum;0.01019;0.0698;;;0.001;;WireMaterialKind.aluminum;;11.5;7.3;WireMaterialKind.aluminum;false;7E-05;WireMaterialKind.aluminum;0.0003;0.001;0.00016
641df415426d47bf9084f30f33921b1f;3*(ÀÏâÏÓ-1-300/35-35);3*(ÀÏâÏÓ 1-300/35-35);WireMaterialKind.aluminum;0.0255;0.052;;;0.0009;;WireMaterialKind.aluminum;;2.4;2.4;WireMaterialKind.aluminum;false;3.5E-05;WireMaterialKind.aluminum;0.0003;0.0002;
40b2ffd70cd64b8ab27e985ee4a5a325;ÊÀ9ÑÏÂÏÌ 1õ400_70-10;ÊÀ9ÑÏÂÏÌ 1õ400_70-10;;;;;;;;;;;;;;;;;;
c7788614e71e4696842517aa2be631bb;ÀÏâÏ-1õ300/70-10;ÀÏâÏ 1õ300/70-10;WireMaterialKind.aluminum;0.013175000000000001;0.038;;;0.0009;;;;1.6;1.6;;false;7E-05;;0.0003;0.0006;0.00015
1d02c7e0240e4d3d93ce2f3f02aa44cf;ÀÏâÏó2ã 1õ1000ãæ/210-64/110 êÂ;ÀÏâÏó2ã 1õ1000ãæ/210-64/110 êÂ;WireMaterialKind.aluminum;;0.092;;;0.006;;WireMaterialKind.aluminum;WireMaterialKind.aluminum;;2.3;WireMaterialKind.aluminum;;0.00021;WireMaterialKind.aluminum;0.001;0.001;0.0001
32f62377270e48969325e8f865464df3;ÀÏâÏÓ-1*300/25-35;ÀÏâÏÓ-1*300/25-35;WireMaterialKind.aluminum;0.0157;0.047299999999999995;;;0.0009;;;;2.4;2.4;WireMaterialKind.aluminum;false;2.5E-05;;0.0003;0.0002;
55dfa615b94e456aa798d3e16c3c8afe;ÀÏâÏ2ã1*500/70-64/110êÂ;Ïàğàìåòğû êàáåëÿ ÀÏâÏ2ã1*500/70-64/110êÂ;WireMaterialKind.aluminum;0.01325;0.07954;;;0.06;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;false;0.00007;WireMaterialKind.aluminum;0.0005;0.0011;0.0002
7c7ddc024cdd4aa49aae5fbf066b9aad;ÏâÏóï2ãæ-1õ1200/300(îâ)-127/220-êÂ;ÏâÏóï2ãæ 1õ1200/300(îâ) 127/220 êÂ;WireMaterialKind.copper;0.021;0.115;;;0.0012;;;;2.5;2.5;WireMaterialKind.copper;true;0.0003;WireMaterialKind.copper;0.0012;0.0012;0.00016
5c1e625c99eb408ab71ee9cbc1058003;N2XS(FL)2Y;N2XS(FL)2Y;WireMaterialKind.copper;0.01185;0.07;;;0.0008;;;;;;WireMaterialKind.copper;false;0.00015;;0.0004;;
ffb2871f6f6846ed92f728308113274d;ÀÏâÏó2ã 1õ2000ñãæ185-110êÂ;ÀÏâÏó2ã 1õ2000ñãæ185-110êÂ;WireMaterialKind.aluminum;;0.0112;;;0.006;;WireMaterialKind.aluminum;WireMaterialKind.aluminum;;;WireMaterialKind.aluminum;;0.000185;WireMaterialKind.aluminum;0.002;0.001;0.00015
da26595af73d44379c1d8e35ad21cf29;2X(FL)2Y-1600RMS/265-127/220kV;2X(FL)2Y 1600RMS/265-127/220kV;WireMaterialKind.copper;0.025;0.113;;;0.0012;;;;2.5;2.3;WireMaterialKind.copper;true;0.000265;;0.0016;0.0012;0.00020999999999999998
0c04b7bdc1294f5e933c4b73fda489b1;ÏâÏó2ãæ-1õ1600/195-ÎÂÌÌ-2õ4-64/110;ÏâÏó2ãæ 1õ1600/195 ÎÂÌÌ 2õ4-64/110;WireMaterialKind.copper;0.02495;0.10208;;;0.001;;WireMaterialKind.copper;;;;;true;0.000195;WireMaterialKind.copper;0.0016;;0.0002
641d30e707a64b5ea6152fd0be467d76;ÀÏâÏó2ãæ1õ500/70;ÀÏâÏó2ãæ1õ500/70;WireMaterialKind.aluminum;0.01325;0.07954;;;0.0019;;;;;;;true;7E-05;;0.0005;0.001;0.0002
1a0f2661b8bf460da1d8dd2e2ce98cba;(F)2XS(FL)2Y-1*1600RMS/300-2*4MM-127/220;(F)2XS(FL)2Y 1*1600RMS/300 2*4MM 127/220;WireMaterialKind.copper;0.025;0.113;;;0.0012;;;;2.5;2.3;;true;0.0003;;0.0016;0.0012;0.0002
ef231517e090493084e84cb8ffe33dc6;ÀÏâÏó2ãæ-1õ630/150--64/110;ÀÏâÏó2ãæ 1õ630/150- 64/110;WireMaterialKind.aluminum;0.0152;0.08220000000000001;;;0.0011;;;;11.5;7.3;;false;0.00015;;0.00063;0.001;0.0003
dd70158e93de4067af09db3d521ad507;ÀÏâÏïíã2ã-HF-À-1õ500ãæ/95-64/110-êÂ;ÀÏâÏïíã2ã-HF-À 1õ500ãæ/95-64/110 êÂ;WireMaterialKind.aluminum;0.013300000000000001;0.0722;;;0.0011;;WireMaterialKind.aluminum;;2.5;2.3;WireMaterialKind.aluminum;false;9.5E-05;WireMaterialKind.aluminum;0.0005;0.001;0.00015
66120e2295d24c0aa036f707f3ef2e45;ÀÏâÏó2ã-1õ350/185-64/110;ÀÏâÏó2ã 1õ350/185-64/110;WireMaterialKind.aluminum;0.01115;0.07;;;0.0011;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;false;0.000185;;0.00035;0.001;0.00106
8177e8cba4e74f7f963f5a18a3b3581e;3ÀÏâÏó2ã-1õ240(ãæ)/95-64/110;3ÀÏâÏó2ã 1õ240(ãæ)/95-64/110;WireMaterialKind.aluminum;0.0092;0.0676;;;0.0011;;WireMaterialKind.aluminum;;;;;false;9.5E-05;;0.00024;;
e819c930dcf041f19ab146f869c59f6b;ÀÏâÏó2ã-2*3*1*150/25-10;ÀÏâÏó2ã 2*3*1*150/25-10;WireMaterialKind.aluminum;0.016050000000000002;0.0332;;;0.0006;;WireMaterialKind.aluminum;;2.3;2.3;WireMaterialKind.aluminum;false;2.5E-05;WireMaterialKind.aluminum;0.00015;0.0006;
84714dbbc5944b488b3f969118474cd9;1. ÀÏâÏó2ã-1õ240/95-64/110;ÀÏâÏó2ã 1õ240/95-64/110;WireMaterialKind.aluminum;0.009349999999999999;0.0719;;;0.011;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;true;9.5E-05;WireMaterialKind.aluminum;0.00024;;0.0002
a4c8d13a1f2046c4b02fb84cb236faac;ÀÏâÏó2ãæ-1õ1000/70-64/110;ÀÏâÏó2ãæ 1õ1000/70-64/110;WireMaterialKind.aluminum;0.01984;0.08984;;;0.001;;;;11.5;7.3;;false;7E-05;;0.001;0.001;0.00016
7b39c10a54104775b3a545ce65fcc55b;ÀÏâÏ2ãíã(À)-HF-1x800(ãæ)/240-64/110;ÀÏâÏ2ãíã(À)-HF 1x800(ãæ)/240-64/110;WireMaterialKind.aluminum;0.017;0.069;;;0.0011;;;;;;;false;0.00024;;0.0008;0.001;
15fcbfdada9943dd8f9a6cea584d5e8e;ÀÏâÏó2ã-1õ400(ãæ)/50-64/110-êÂ;ÀÏâÏó2ã 1õ400(ãæ)/50-64/110 êÂ;WireMaterialKind.aluminum;0.012;0.05878;;;0.0016;;;;;;WireMaterialKind.aluminum;false;6.4E-05;WireMaterialKind.aluminum;0.0004;;
421374614dda4e43a297ca77d6c846bf;2XS(FL)2Y-1*400RM/150-127/220;2XS(FL)2Y-1*400RM/150-127/220;;0;0;0;0;0;0;;;;;;;0;;0;0;0
96e67f24b8f64f9aae17985a92cf20b0;ÀÏâÂíã(À)-3(1x400);ÀÏâÂíã(À) 3(1x400);WireMaterialKind.aluminum;;0.07;;;0.015;;WireMaterialKind.aluminum;;;2.4;WireMaterialKind.aluminum;false;3.5E-05;WireMaterialKind.aluminum;0.0004;0.0004;0.0025
e5ec01db073645b3b432d6894ae70cf5;ÀÏâÏóã-10;ÀÏâÏóã-10;WireMaterialKind.aluminum;0.0092;0.0705;;;0.0006;;;;;;WireMaterialKind.aluminum;false;7E-05;;0.00024;;
fdf9f0cf28ef4370a192300008280c82;ÀÏâÏó-1*500ìê/50-10;ÀÏâÏó 1*500ìê/50-10;WireMaterialKind.aluminum;0.014;0.047299999999999995;;;0.0009;;;;2.4;2.4;WireMaterialKind.aluminum;false;5E-05;;0.0005;0.0002;
f3a024d4c007483daa36f17534d98d39;ÏâÏ2ã-1õ400(ãæ)/150;ÏâÏ2ã-1õ400(ãæ)/150;WireMaterialKind.copper;;;;;0.0006;;;;;;;;0.00015;;0.0004;;
26ffec0ca6114e92a632e169e0f0c7c1;ÏâÏï2ãíã(À)-HF-1õ400(ãæ)/70-64/110;ÏâÏï2ãíã(À)-HF 1õ400(ãæ)/70-64/110;WireMaterialKind.copper;0.011314999999999999;0.0755;;;0.0011;;WireMaterialKind.copper;;2.5;2.5;WireMaterialKind.copper;false;7E-05;WireMaterialKind.copper;0.0004;;0.0002
65054d71a1924e0085f312ad31cd5085;ÀÏâÏó2ã-1õ400/70-64/110;ÀÏâÏó2ã 1õ400/70-64/110;WireMaterialKind.aluminum;0.011300000000000001;0.07235;;;0.0015;;WireMaterialKind.aluminum;;;;;false;6E-05;WireMaterialKind.aluminum;0.0004;;
bdf4c438e06f48268c71a0dce1d4b1fd;ÀÀØâ-10;ÀÀØâ-10;WireMaterialKind.aluminum;;0.0535;;;0.00023999999999999998;;;;;;;false;4E-05;;0.00024;;
73fa262680a7469e84507fe0a5319744;ÀÏâÏó2ã 1õ1000/50-64/110;ÀÏâÏó2ã 1õ1000/50-64/110;WireMaterialKind.aluminum;0.09427;0.09427;;0.064;;;;;;;;false;5E-05;;0.001;;0.0002
ad7b61dc9f5f468f950fa3d05ce87aba;ÀÏâÏó2Ã-500;ÀÏâÏó2Ã-500;WireMaterialKind.aluminum;0.019899999999999998;0.045;;;0.02;;;;1;1;;false;4.5E-05;;0.00024;0.01;0.02
b203f8c425d743808d74b47682df56e5;HIGH-CABLE-Cu-1200/265kV;HIGH CABLE Cu 1200/265kV;WireMaterialKind.copper;0.021;0.116;;;0.0012;;;;2.5;2.3;WireMaterialKind.copper;true;0.000265;WireMaterialKind.copper;0.0012;0.0012;0.0002
e0183fc88bcc4d6cbb2155a5bff61f12;ÀÏâÏó2ãæ-1x800/210;ÀÏâÏó2ãæ 1x800/210;WireMaterialKind.aluminum;0.017;0.089;;;0.0015;;;;;;WireMaterialKind.aluminum;false;0.00021;;0.0008;;
d8a43451207d4f2e9383c47a893cdd41;ÏâÏó2ã 1*185/70-110;ÏâÏó2ã 1*185/70-110;WireMaterialKind.copper;;;0.0868;;;;;WireMaterialKind.copper;;;WireMaterialKind.copper;;0.00015;;0.000185;;
5e1f46d962ca4d9ba7f7d1534d206f98;1. ÏâÏó2ã-1õ1200(ñãæ)/265îâ-127/220;ÏâÏó2ã-1õ1200(ñãæ)/265îâ-127/220;WireMaterialKind.copper;0.021;0.116;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;WireMaterialKind.copper;true;0.000265;WireMaterialKind.copper;0.0012;0.0012;0.0002
11a9acfb9fe144bebe550bdaa1824202;ÀÏâÏïó2ã-1õ300ãæ/185îâ-64/110-êÂ;ÀÏâÏïó2ã 1õ300ãæ/185îâ-64/110 êÂ;WireMaterialKind.aluminum;0.037899999999999996;0.04643;;;0.006;;WireMaterialKind.aluminum;;2.3;2.5;WireMaterialKind.aluminum;true;0.000185;WireMaterialKind.aluminum;0.0003;0.001;0.00015
a6fa6e79efd341128a6f4acf62e4bbb9;ÀÏâÏó2ãæ-1õ1000/185-64/110;ÀÏâÏó2ãæ 1õ1000/185-64/110;WireMaterialKind.aluminum;0.019843;0.08984;;;0.001;;WireMaterialKind.aluminum;;11.5;7.3;;false;0.000185;;0.001;0.0011;0.00016
e32a37c625f84434a247add848f257a7;2XS(FL)2Y-LWL1*1600RMS/300-127/220kV;2XS(FL)2Y-LWL1*1600RMS/300-127/220kV;WireMaterialKind.copper;0.02425;0.12029999999999999;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;WireMaterialKind.copper;true;0.0003;WireMaterialKind.copper;0.0016;0.0012;0.0002
91df8314de9241d9aaab158a2e7c040c;2XS(FL)2Y-LWL-1*2000-RMS265-127/220kV;2XS(FL)2Y-LWL 1*2000 RMS265-127/220kV;WireMaterialKind.copper;0.028149999999999998;0.13022;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;WireMaterialKind.copper;true;0.000265;WireMaterialKind.copper;0.002;0.0012;0.0002
eae4e7d72e79477fa7ecb46178c82656;ÀÏâÏó-3x185/35-10;ÀÏâÏó 3x185/35-10;WireMaterialKind.aluminum;0.0351;0.07529999999999999;;;0.0006;;WireMaterialKind.aluminum;;2.4;2.4;WireMaterialKind.aluminum;false;3.5E-05;;0.000185;0.0002;0.0001
6ad4d24f3f214c448551925712187af7;2. ÀÏâÏó2ã-1õ1600ñãæ/280îâ-64/110;ÀÏâÏó2ã 1õ1600ñãæ/280îâ-64/110;WireMaterialKind.aluminum;0.0248;0.10490000000000001;;;0.0011;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;true;0.00028;;0.0016;;0.00015
c65793dd457f4b72bedc01c21ed7d1ba;ÀÏâÏó2ãæ 1õ1400/150-64/110;êàáåëü 110 êÂ èç ÏİÍÄ ñ Àëşìèíèåâîé ñåãìåíòèğîâàííîé æèëîé;WireMaterialKind.aluminum;0;0.005;0.005;0.013;0.0001;0.005;;WireMaterialKind.aluminum;;;WireMaterialKind.aluminum;;0.00015;;0.0014;0.048729999999999996;0.00035
0f5dcf6142c74bc99e1844c5082c4e2e;ÏâKaÏíã(A)2ãæ-HF-1x240/95(îâ);ÏâKaÏíã(A)2ãæ-HF 1x240/95(îâ);WireMaterialKind.copper;0.009;0.081;;;0.001;;WireMaterialKind.copper;;2.5;2.3;WireMaterialKind.copper;true;9.5E-05;WireMaterialKind.copper;0.00024;;0.003
